시설명,업종명,소재지도로명주소,소재지지번주소,위도,경도,영업상태명,운반용차량보유여부,저장시설보유여부,전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
에이치제이팜,일반종합도매,"대전광역시 동구 산내로 1288-8, 206호 (낭월동)",대전광역시 동구 낭월동 644,36.27838129,127.4697392,영업,Y,N,,대전광역시 동구청,2024-08-01,3640000,대전광역시 동구
우리약업사,한약도매,충청남도 금산군 금산읍 뒷담말길 12,,36.1042574,127.4903209,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
호남건재약업사,한약도매,충청남도 금산군 금산읍 비단로 148,,36.1008618,127.4956481,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
대광건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 24,,36.10010156,127.4964497,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
대흥약업사,한약도매,충청남도 금산군 금산읍 비단로 138 (대흥약업사),,36.09991478,127.495221,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
신일특수가스,의료용 고압가스,광주광역시 서구 풍서좌로 227 (매월동),광주광역시 서구 매월동 322-1,35.1268807848,126.8448077362,영업,Y,Y,062-655-2300,광주광역시 서구 보건소,2024-07-05,3600000,광주광역시 서구
(주)구암약품,일반종합도매,"광주광역시 서구 회재로 892, 5층 (풍암동)",광주광역시 서구 풍암동 893-3,35.1223070875,126.8620276199,영업,Y,Y,062-652-0707,광주광역시 서구 보건소,2024-07-05,3600000,광주광역시 서구
(주)기독약품,일반종합도매,"광주광역시 서구 상무대로 929, 3층 (쌍촌동)",광주광역시 서구 쌍촌동 964-28,35.1515415694,126.8635141813,영업,Y,N,062-368-5006,광주광역시 서구 보건소,2024-07-05,3600000,광주광역시 서구
회춘당 한약도매,한약도매,"광주광역시 서구 구성로49번길 7, 1층 (양동)",광주광역시 서구 양동 20,35.1517118991,126.9025083275,영업,Y,Y,062-367-7634,광주광역시 서구 보건소,2024-07-05,3600000,광주광역시 서구
(주)디엔메디,일반종합도매,"광주광역시 서구 풍암1로21번길 3-10, 6층 (풍암동)",광주광역시 서구 풍암동 1113-6,35.1258041725,126.8785975646,영업,Y,Y,062-431-4207,광주광역시 서구 보건소,2024-07-05,3600000,광주광역시 서구
(주)삼성메디칼,일반종합도매,광주광역시 서구 화정로279번길 2-1 (농성동),광주광역시 서구 농성동 661-7,35.1491115169,126.8869923973,영업,Y,Y,062-362-1110,광주광역시 서구 보건소,2024-07-05,3600000,광주광역시 서구
(주)삼인약품,일반종합도매,"광주광역시 서구 천변좌하로 486, 1층 (쌍촌동)",광주광역시 서구 쌍촌동 1047,35.1674613079,126.8645838321,영업,Y,Y,062-362-1515,광주광역시 서구 보건소,2024-07-05,3600000,광주광역시 서구
(유)팜스원,일반종합도매,광주광역시 서구 화정로 280 (농성동),광주광역시 서구 농성동 669-1,35.1487250667,126.8869528757,영업,Y,Y,062-363-8319,광주광역시 서구 보건소,2024-07-05,3600000,광주광역시 서구
(주)호암약품,일반종합도매,"광주광역시 서구 매월1로57번길 30, 2층 (매월동)",광주광역시 서구 매월동 952-23,35.1146266784,126.8607152176,영업,Y,Y,062-655-4040,광주광역시 서구 보건소,2024-07-05,3600000,광주광역시 서구
(주)두리약품,일반종합도매,"광주광역시 서구 상무자유로 18-1, 2층 (치평동)",광주광역시 서구 치평동 893-4,35.1508080281,126.8361558025,영업,Y,Y,062-352-7887,광주광역시 서구 보건소,2024-07-05,3600000,광주광역시 서구
소생당한약도매,한약도매,"광주광역시 서구 천변좌로262번길 13-1 (양동,(1층))",광주광역시 서구 양동 5-9,35.1519666909,126.9033800689,영업,Y,Y,062-364-7080,광주광역시 서구 보건소,2024-07-05,3600000,광주광역시 서구
제이엠메디칼(주),일반종합도매,"광주광역시 서구 경열로65번길 1, 3층 (농성동)",광주광역시 서구 농성동 154-1,35.1512626777,126.8929183136,영업,Y,Y,062-674-8586,광주광역시 서구 보건소,2024-07-05,3600000,광주광역시 서구
주식회사스카이약품,일반종합도매,"서울특별시 영등포구가마산로361, 안국빌딩402호 403호(대림동)",,37.50110473,126.8984301,영업,Y,Y,02-1811-8099,서울특별시 영등포구,2024-08-01,3180000,서울특별시 영등포구
성호팜주식회사,일반종합도매,"부산광역시 부산진구 신암로 66, 311호 (범천동, 범천엘에이치아파트)",,35.14730602,129.054787,영업,Y,Y,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
늘푸른약품,일반종합도매,"부산광역시 부산진구 가야공원로 54, 3층 (가야동)",,35.14861999,129.0299135,영업,N,N,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
㈜ 디알팜,일반종합도매,"부산광역시 부산진구 부전로 102-5, 2층 (부전동)",,35.15920279,129.0549737,영업,Y,Y,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
대성메디칼,일반종합도매,"부산광역시 부산진구 가야공원로 29, 3층 (가야동)",,35.15070952,129.0301155,영업,N,N,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
삼광약품,일반종합도매,"부산광역시 부산진구 성지로 91, 3층 (초읍동)",,35.17855431,129.0530612,영업,N,N,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
현대한약품,한약도매,부산광역시 부산진구 서전로58번길 114 (전포동),,35.15261596,129.0660173,영업,Y,Y,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
경주한약품,한약도매,부산광역시 부산진구 자유평화로3번길 14-21 (범천동),,35.14222315,129.0618872,영업,Y,Y,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
㈜한신약품,일반종합도매,"부산광역시 부산진구 새싹로 215, 9동 111호 (초읍동)",,35.1752945,129.0485431,영업,Y,Y,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
㈜금홍한약품,한약도매,부산광역시 부산진구 전포대로132번길 14 (전포동),,35.14880256,129.0670979,영업,Y,Y,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
㈜부경메디칼,수입의약품도매,"부산광역시 부산진구 성지로 54, 3층 (연지동)",,35.17543073,129.0549175,휴업,N,N,,부산광역시 부산진구보건소,2024-08-01,3290000,부산광역시 부산진구
우주약품,일반종합도매,"부산광역시 기장군 기장읍 기장해안로 108, 에이원오션시티 502,503호 일부(109)호",부산광역시 기장군 기장읍 시랑리 723-3,35.1886798,129.2127375,영업,N,N,051-000-0000,부산광역시 기장군청,2024-08-05,3400000,부산광역시 기장군
부산한약품,한약도매,"부산광역시 기장군 정관읍 정관1로 18, 124동 104호 (이지 더원1차 아파트)",부산광역시 기장군 정관읍 모전리 723,35.33960827,129.1632287,영업,N,N,051-000-0000,부산광역시 기장군청,2024-08-05,3400000,부산광역시 기장군
하이팜,일반종합도매,"부산광역시 기장군 기장읍 차성로441번길 7, 상가동 203호 (태영아파트)",부산광역시 기장군 기장읍 교리 14-5,35.25536739,129.218182,영업,N,N,051-723-8870,부산광역시 기장군청,2024-08-05,3400000,부산광역시 기장군
코리아가스테크,일반종합도매,부산광역시 기장군 장안읍 오리길 116,부산광역시 기장군 장안읍 오리 331-2,35.36591971,129.2716096,영업,N,N,051-000-0000,부산광역시 기장군청,2024-08-05,3400000,부산광역시 기장군
성우특수가스,기타,부산광역시 사상구 주례로10번길 55 (주례동),,35.1499386,129.0083086,영업,Y,Y,051-326-2141,부산광역시 사상구청,2024-07-10,3390000,부산광역시 사상구
성원산소상사,기타,부산광역시 사상구 새벽로121번길 54 (감전동),,35.15269532,128.9793809,영업,Y,Y,051-327-2855,부산광역시 사상구청,2024-07-10,3390000,부산광역시 사상구
우진한약품,한약도매,"부산광역시 사상구 사상로35번길 31, 1층 (주례동)",,35.15118157,128.9949332,영업,Y,Y,051-802-2770,부산광역시 사상구청,2024-07-10,3390000,부산광역시 사상구
월드산업가스,기타,부산광역시 사상구 가야대로64번길 35 (학장동),,35.14926965,128.9797298,영업,Y,Y,051-328-5230,부산광역시 사상구청,2024-07-10,3390000,부산광역시 사상구
주식회사 리인팜,일반종합도매,"부산광역시 사상구 새벽로 218, 2층 204호 (괘법동)",,35.16047393,128.984369,영업,N,N,070-5147-5199,부산광역시 사상구청,2024-07-10,3390000,부산광역시 사상구
주식회사 에스지메디언스,일반종합도매,"부산광역시 사상구 사상로 182, 501호 (괘법동)",,35.16159802,128.9855241,영업,N,N,051-312-8848,부산광역시 사상구청,2024-07-10,3390000,부산광역시 사상구
주식회사 월드가스,기타,부산광역시 사상구 가야대로64번길 35 (학장동),,35.14926965,128.9797298,영업,Y,Y,051-325-8700,부산광역시 사상구청,2024-07-10,3390000,부산광역시 사상구
주식회사 유니온엠앤에프,일반종합도매,"부산광역시 사상구 대동로 9, 6층 602호 (엄궁동)",,35.13215602,128.9727168,영업,Y,Y,051-328-8533,부산광역시 사상구청,2024-07-10,3390000,부산광역시 사상구
주식회사 평화산소,기타,"부산광역시 사상구 대동로269번길 41 (감전동, 평화산소공업사)",,35.15138829,128.9835761,영업,Y,Y,051-313-4631,부산광역시 사상구청,2024-07-10,3390000,부산광역시 사상구
㈜케이엔씨코리아,일반종합도매,"부산광역시 사상구 엄궁남로 46, 4층 (엄궁동)",,35.12412178,128.9724409,영업,N,N,051-311-2313,부산광역시 사상구청,2024-07-10,3390000,부산광역시 사상구
창신가스(주),기타,"부산광역시 사상구 새벽로 25 (학장동, (주)창신가스)",,35.14361644,128.9797588,영업,Y,Y,051-311-5940,부산광역시 사상구청,2024-07-10,3390000,부산광역시 사상구
태양가스,기타,부산광역시 사상구 사상로 126 (감전동),,35.15771676,128.9892211,영업,Y,Y,051-325-1088,부산광역시 사상구청,2024-07-10,3390000,부산광역시 사상구
한국특수가스,기타,부산광역시 사상구 낙동대로1338번길 22 (삼락동),,35.17927288,128.977518,영업,Y,Y,051-301-3711,부산광역시 사상구청,2024-07-10,3390000,부산광역시 사상구
한성산업(주),기타,"부산광역시 사상구 낙동대로915번길 12 (감전동, 한성산업(주))",,35.14270988,128.9691141,영업,Y,Y,,부산광역시 사상구청,2024-07-10,3390000,부산광역시 사상구
한솔메딕스 주식회사,일반종합도매,"부산광역시 사상구 학감대로237번길 39, 2층 (감전동)",,35.15237112,128.9877641,영업,Y,Y,051-327-4211,부산광역시 사상구청,2024-07-10,3390000,부산광역시 사상구
협신산업가스(주),기타,"부산광역시 사상구 낙동대로 861-20 (감전동, 협신가스산업사)",,35.13751256,128.969504,영업,Y,Y,051-327-2261,부산광역시 사상구청,2024-07-10,3390000,부산광역시 사상구
화성종합가스,기타,부산광역시 사상구 장인로78번길 13 (학장동),,35.14140361,128.9772967,영업,Y,Y,,부산광역시 사상구청,2024-07-10,3390000,부산광역시 사상구
광덕당건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 8-1,,36.10043746,127.4941131,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
대일약업사,한약도매,충청남도 금산군 금산읍 비단로 147,,36.10081728,127.495105,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
광명약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 45, 금산국제인삼시장조합, 약초상가 1동 8호",,36.10191794,127.4983403,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
대림건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 30,,36.10057782,127.4964578,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
장수약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 11,,36.10066975,127.4944929,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
성화약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 11,,36.10066975,127.4944929,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
한국건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 25,,36.10084988,127.4960898,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
만수당약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 36,,36.10066548,127.4969427,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
부흥건재도매약업사,한약도매,충청남도 금산군 금산읍 비단로 152,,36.10129665,127.4957334,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
한성당건재약업사,한약도매,충청남도 금산군 금산읍 비단로 147,,36.10081728,127.495105,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
고려당건재약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 22, 수삼센터 생약시장",,36.100393,127.4957335,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
남현건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 25,,36.10084988,127.4960898,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
계룡건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 33,,36.10098049,127.4968025,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
길형건재약업사,한약도매,충청남도 금산군 금산읍 인삼약초로 24,,36.10010156,127.4964497,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
진봉건재약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 22, 수삼센터 생약시장",,36.100393,127.4957335,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
대웅건재약업사,한약도매,"충청남도 금산군 금산읍 인삼약초로 22, 수삼센터 생약시장",,36.100393,127.4957335,영업,Y,Y,,충청남도 금산군보건소,2024-07-10,4550000,충청남도 금산군
